0 , 32767, 5000, -256, -39
20000 , 32767, 5000, 37, 5
40000 , 32767, 5000, 37, 5
60000 , 32767, 5000, 37, 5
80000 , 32767, 5000, -256, -39
100000 , 32767, 5000, -256, -39
120000 , 32767, 5000, 37, 5
140000 , 32767, 5000, -256, -39
160000 , 32767, 5000, 37, 5
180000 , 32767, 5000, 37, 5
200000 , 32767, 5000, 37, 5
220000 , 32767, 5000, 37, 5
240000 , 32767, 5000, 37, 5
260000 , 32767, 5000, 37, 5
280000 , 32767, 5000, -256, -39
300000 , 32767, 5000, 37, 5
320000 , 32767, 5000, 37, 5
340000 , 32767, 5000, -256, -39
360000 , 32767, 5000, -256, -39
380000 , 32767, 5000, 37, 5
400000 , 32767, 5000, 37, 5
420000 , 32767, 5000, 37, 5
440000 , 32767, 5000, -256, -39
460000 , 32767, 5000, -256, -39
480000 , 32767, 5000, 37, 5
500000 , 32767, 5000, 37, 5
520000 , 32767, 5000, 37, 5
540000 , 32767, 5000, -256, -39
560000 , 32767, 5000, 37, 5
580000 , 32767, 5000, 37, 5
600000 , 32767, 5000, 37, 5
620000 , 32767, 5000, -256, -39
640000 , 32767, 5000, 37, 5
660000 , 32767, 5000, 37, 5
680000 , 32767, 5000, 37, 5
700000 , 32767, 5000, 37, 5
720000 , 32767, 5000, 37, 5
740000 , 32767, 5000, 37, 5
760000 , 32767, 5000, -256, -39
780000 , 32767, 5000, 37, 5
800000 , 32767, 5000, 37, 5
820000 , 32767, 5000, -256, -39
840000 , 32767, 5000, 37, 5
860000 , 32767, 5000, -256, -39
880000 , 32767, 5000, 37, 5
900000 , 32767, 5000, 37, 5
920000 , 32767, 5000, 37, 5
940000 , 32767, 5000, 37, 5
960000 , 32767, 5000, 37, 5
980000 , 32767, 5000, 37, 5
1000000 , 32767, 5000, 37, 5
1020000 , 32767, 5000, 37, 5
1040000 , 32767, 5000, 37, 5
1060000 , 32767, 5000, 37, 5
1080000 , 32767, 5000, 37, 5
1100000 , 32767, 5000, 37, 5
1120000 , 32767, 5000, 37, 5
1140000 , 32767, 5000, 37, 5
1160000 , 32767, 5000, 37, 5
1180000 , 32767, 5000, 37, 5
1200000 , 32767, 5000, 37, 5
1220000 , 32767, 5000, -256, -39
1240000 , 32767, 5000, 37, 5
1260000 , 32767, 5000, -256, -39
1280000 , 32767, 5000, -256, -39
1300000 , 32767, 5000, 37, 5
1320000 , 32767, 5000, 37, 5
1340000 , 32767, 5000, 37, 5
1360000 , 32767, 5000, 37, 5
1380000 , 32767, 5000, 37, 5
1400000 , 32767, 5000, -256, -39
1420000 , 32767, 5000, 37, 5
1440000 , 32767, 5000, -256, -39
1460000 , 32767, 5000, 37, 5
1480000 , 32767, 5000, 37, 5
1500000 , 32767, 5000, 37, 5
1520000 , 32767, 5000, 37, 5
1540000 , 32767, 5000, -256, -39
1560000 , 32767, 5000, 37, 5
1580000 , 32767, 5000, 37, 5
1600000 , 32767, 5000, -256, -39
1620000 , 32767, 5000, -256, -39
1640000 , 32767, 5000, 37, 5
1660000 , 32767, 5000, 37, 5
1680000 , 32767, 5000, 37, 5
1700000 , 32767, 5000, 37, 5
1720000 , 32767, 5000, 37, 5
1740000 , 32767, 5000, 37, 5
1760000 , 32767, 5000, 37, 5
1780000 , 32767, 5000, 37, 5
1800000 , 32767, 5000, 37, 5
1820000 , 32767, 5000, 37, 5
1840000 , 32767, 5000, 37, 5
1860000 , 32767, 5000, 37, 5
1880000 , 32767, 5000, 37, 5
1900000 , 32767, 5000, 37, 5
1920000 , 32767, 5000, 37, 5
1940000 , 32767, 5000, 37, 5
1960000 , 32767, 5000, 37, 5
1980000 , 32767, 5000, 37, 5
2000000 , 32767, 5000, 37, 5
2020000 , 32767, 5000, 37, 5
2040000 , 32767, 5000, -256, -39
2060000 , 32767, 5000, 37, 5
2080000 , 32767, 5000, -256, -39
2100000 , 32767, 5000, 37, 5
2120000 , 32767, 5000, 37, 5
2140000 , 32767, 5000, -256, -39
2160000 , 32767, 5000, -256, -39
2180000 , 32767, 5000, 37, 5
2200000 , 32767, 5000, 37, 5
2220000 , 32767, 5000, 37, 5
2240000 , 32767, 5000, 37, 5
2260000 , 32767, 5000, 37, 5
2280000 , 32767, 5000, 37, 5
2300000 , 32767, 5000, -256, -39
2320000 , 32767, 5000, 37, 5
2340000 , 32767, 5000, 37, 5
2360000 , 32767, 5000, 37, 5
2380000 , 32767, 5000, 37, 5
2400000 , 32767, 5000, 37, 5
2420000 , 32767, 5000, 37, 5
2440000 , 32767, 5000, -256, -39
2460000 , 32767, 5000, 37, 5
2480000 , 32767, 5000, 37, 5
2500000 , 32767, 5000, -256, -39
2520000 , 32767, 5000, 37, 5
2540000 , 32767, 5000, 37, 5
2560000 , 32767, 5000, 37, 5
2580000 , 32767, 5000, -256, -39
2600000 , 32767, 5000, 37, 5
2620000 , 32767, 5000, 37, 5
2640000 , 32767, 5000, 37, 5
2660000 , 32767, 5000, 37, 5
2680000 , 32767, 5000, 37, 5
2700000 , 32767, 5000, 37, 5
2720000 , 32767, 5000, 37, 5
2740000 , 32767, 5000, -256, -39
2760000 , 32767, 5000, 37, 5
2780000 , 32767, 5000, 37, 5
2800000 , 32767, 5000, 37, 5
2820000 , 32767, 5000, 37, 5
2840000 , 32767, 5000, 37, 5
2860000 , 32767, 5000, 37, 5
2880000 , 32767, 5000, 37, 5
2900000 , 32767, 5000, -256, -39
2920000 , 32767, 5000, -256, -39
2940000 , 32767, 5000, 37, 5
2960000 , 32767, 5000, -256, -39
2980000 , 32767, 5000, -256, -39
3000000 , 32767, 5000, 37, 5
3020000 , 32767, 5000, 37, 5
3040000 , 32767, 5000, 37, 5
3060000 , 32767, 5000, 37, 5
3080000 , 32767, 5000, -256, -39
3100000 , 32767, 5000, -256, -39
3120000 , 32767, 5000, 37, 5
3140000 , 32767, 5000, 37, 5
3160000 , 32767, 5000, 37, 5
3180000 , 32767, 5000, 37, 5
3200000 , 32767, 5000, 37, 5
3220000 , 32767, 5000, 37, 5
3240000 , 32767, 5000, -256, -39
3260000 , 32767, 5000, 37, 5
3280000 , 32767, 5000, 37, 5
3300000 , 32767, 5000, 37, 5
3320000 , 32767, 5000, 37, 5
3340000 , 32767, 5000, 37, 5
3360000 , 32767, 5000, 37, 5
3380000 , 32767, 5000, 37, 5
3400000 , 32767, 5000, -256, -39
3420000 , 32767, 5000, 37, 5
3440000 , 32767, 5000, 37, 5
3460000 , 32767, 5000, -256, -39
3480000 , 32767, 5000, -256, -39
3500000 , 32767, 5000, -256, -39
3520000 , 32767, 5000, 37, 5
3540000 , 32767, 5000, 37, 5
3560000 , 32767, 5000, 37, 5
3580000 , 32767, 5000, 37, 5
3600000 , 32767, 5000, 37, 5
3620000 , 32767, 5000, 37, 5
3640000 , 32767, 5000, 37, 5
3660000 , 32767, 5000, 37, 5
3680000 , 32767, 5000, 37, 5
3700000 , 32767, 5000, 37, 5
3720000 , 32767, 5000, 37, 5
3740000 , 32767, 5000, 37, 5
3760000 , 32767, 5000, -256, -39
3780000 , 32767, 5000, 37, 5
3800000 , 32767, 5000, 37, 5
3820000 , 32767, 5000, -256, -39
3840000 , 32767, 5000, 37, 5
3860000 , 32767, 5000, 37, 5
3880000 , 32767, 5000, 37, 5
3900000 , 32767, 5000, 37, 5
3920000 , 32767, 5000, -256, -39
3940000 , 32767, 5000, 37, 5
3960000 , 32767, 5000, -256, -39
3980000 , 32767, 5000, -256, -39
4000000 , 32767, 5000, 37, 5
4020000 , 32767, 5000, -256, -39
4040000 , 32767, 5000, 37, 5
4060000 , 32767, 5000, 37, 5
4080000 , 32767, 5000, 37, 5
4100000 , 32767, 5000, 37, 5
4120000 , 32767, 5000, 37, 5
4140000 , 32767, 5000, 37, 5
4160000 , 32767, 5000, 37, 5
4180000 , 32767, 5000, 37, 5
4200000 , 32767, 5000, 37, 5
4220000 , 32767, 5000, 37, 5
4240000 , 32767, 5000, 37, 5
4260000 , 32767, 5000, 37, 5
4280000 , 32767, 5000, 37, 5
4300000 , 32767, 5000, 37, 5
4320000 , 32767, 5000, 37, 5
4340000 , 32767, 5000, 37, 5
4360000 , 32767, 5000, 37, 5
4380000 , 32767, 5000, 37, 5
4400000 , 32767, 5000, 37, 5
4420000 , 32767, 5000, 37, 5
4440000 , 32767, 5000, 37, 5
4460000 , 32767, 5000, 37, 5
4480000 , 32767, 5000, 37, 5
4500000 , 32767, 5000, -256, -39
4520000 , 32767, 5000, -256, -39
4540000 , 32767, 5000, 37, 5
4560000 , 32767, 5000, 37, 5
4580000 , 32767, 5000, 37, 5
4600000 , 32767, 5000, 37, 5
4620000 , 32767, 5000, 37, 5
4640000 , 32767, 5000, 37, 5
4660000 , 32767, 5000, 37, 5
4680000 , 32767, 5000, 37, 5
4700000 , 32767, 5000, 37, 5
4720000 , 32767, 5000, 37, 5
4740000 , 32767, 5000, 37, 5
4760000 , 32767, 5000, 37, 5
4780000 , 32767, 5000, 37, 5
